Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Source_Station,Log_Date,Hour_Of_Day,Total_Time_Hours,Availability (%),Is_High_CPU,Is_High_Memory,Is_High_Disk_IO,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone
Station1_LOG00094,SRV066,CL-9,2025-08-02 11:34:00,14.05,64.27,32.16,26.33,18.04,741.29,6.36,Station1,2025-08-02,11,747.65,99.1493345816893,False,False,False,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00095,SRV031,CL-7,2025-08-01 12:33:00,59.69,38.51,63.98,22.95,3.57,134.69,1.54,Station1,2025-08-01,12,136.23,98.86955883432431,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00096,SRV008,CL-1,2025-08-02 00:19:00,44.96,54.8,76.64,19.44,16.12,917.43,0.21,Station1,2025-08-02,0,917.64,99.97711520857852,False,False,False,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00097,SRV034,CL-6,2025-08-02 16:07:00,84.65,66.29,21.06,16.59,4.71,680.47,7.81,Station1,2025-08-02,16,688.28,98.86528738304179,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00098,SRV028,CL-2,2025-08-01 15:58:00,49.8,89.85,73.09,26.34,2.49,384.41,4.19,Station1,2025-08-01,15,388.6,98.92177045805455,False,True,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00099,SRV081,CL-4,2025-08-02 21:44:00,78.12,52.25,7.22,24.99,11.75,447.65,0.29,Station1,2025-08-02,21,447.94,99.93525918649819,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00100,SRV094,CL-8,2025-08-01 09:47:00,50.36,45.095,47.08,20.03,21.85,388.56,1.47,Station1,2025-08-01,9,390.03000000000003,99.62310591492961,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00101,SRV071,CL-2,2025-08-01 17:55:00,17.2,88.34,77.36,29.48,5.29,373.43,9.85,Station1,2025-08-01,17,383.28000000000003,97.43007722813608,False,True,False,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00102,SRV091,CL-2,2025-08-02 05:39:00,68.91,70.23,50.74,12.65,6.94,705.75,6.24,Station1,2025-08-02,5,711.99,99.12358319639321,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00103,SRV084,CL-9,2025-08-02 15:06:00,43.89,78.21,27.13,19.71,2.35,763.47,2.88,Station1,2025-08-02,15,766.35,99.62419260129184,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00104,SRV063,CL-10,2025-08-02 10:26:00,27.42,37.72,41.545,0.55,11.51,373.44,8.63,Station1,2025-08-02,10,382.07,97.74125160310938,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00105,SRV029,CL-2,2025-08-02 15:09:00,64.72,45.38,16.6,10.82,14.86,398.63,7.67,Station1,2025-08-02,15,406.3,98.112232340635,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00106,SRV034,CL-6,2025-08-01 04:09:00,32.24,35.64,51.38,25.36,6.28,876.1,6.93,Station1,2025-08-01,4,883.03,99.2152022015107,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00107,SRV035,CL-6,2025-08-02 16:55:00,35.4,89.66,63.78,23.01,16.25,306.24,2.01,Station1,2025-08-02,16,308.25,99.34793187347933,False,True,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00108,SRV012,CL-3,2025-08-02 20:25:00,27.94,50.5,68.49,10.98,15.68,569.31,3.55,Station1,2025-08-02,20,572.8599999999999,99.38030234263171,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00109,SRV089,CL-1,2025-08-02 08:11:00,44.11,87.94,56.17,28.52,12.54,108.68,1.9,Station1,2025-08-02,8,110.58000000000001,98.28178694158075,False,True,False,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00110,SRV045,CL-2,2025-08-01 07:09:00,88.66,85.42,59.18,26.55,12.77,124.2,7.36,Station1,2025-08-01,7,131.56,94.4055944055944,True,True,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00111,SRV086,CL-4,2025-08-01 00:05:00,54.48,46.96,28.83,28.11,13.9,895.3,8.01,Station1,2025-08-01,0,903.31,99.11326122814981,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00112,SRV005,CL-3,2025-08-01 21:38:00,42.33,24.64,37.71,19.42,15.63,157.88,3.59,Station1,2025-08-01,21,161.47,97.77667678206477,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00113,SRV017,CL-6,2025-08-01 18:59:00,22.07,84.56,34.47,10.93,15.46,845.81,9.68,Station1,2025-08-01,18,855.4899999999999,98.8684847280506,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00114,SRV082,CL-10,2025-08-02 19:48:00,86.95,36.24,56.81,16.92,19.2,237.29,8.17,Station1,2025-08-02,19,245.45999999999998,96.671555446916,True,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00115,SRV020,CL-9,2025-08-02 10:37:00,20.85,68.47,49.67,23.72,2.5,963.3,0.62,Station1,2025-08-02,10,963.92,99.93567930948628,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00116,SRV050,CL-1,2025-08-01 23:49:00,56.3,55.19,23.54,11.0,8.16,835.23,0.99,Station1,2025-08-01,23,836.22,99.88161010260458,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00117,SRV086,CL-4,2025-08-02 17:43:00,41.26,59.0,71.25,26.8,6.88,774.27,5.58,Station1,2025-08-02,17,779.85,99.28447778418926,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00118,SRV035,CL-6,2025-08-01 16:23:00,73.3,54.66,22.38,8.16,5.58,650.37,9.67,Station1,2025-08-01,16,660.04,98.5349372765287,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00119,SRV010,CL-4,2025-08-02 02:36:00,55.94,32.5,22.78,27.03,16.47,790.83,4.61,Station1,2025-08-02,2,795.44,99.42044654530827,False,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00120,SRV016,CL-2,2025-08-01 06:48:00,51.95,24.49,50.07,6.13,15.21,817.18,7.02,Station1,2025-08-01,6,824.1999999999999,99.14826498422713,False,False,False,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00121,SRV078,CL-1,2025-08-01 02:23:00,23.84,59.25,77.4,19.25,19.07,425.2,7.37,Station1,2025-08-01,2,432.57,98.2962295119865,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00122,SRV067,CL-5,2025-08-01 16:36:00,83.12,87.4,79.55,24.88,1.65,201.16,3.95,Station1,2025-08-01,16,205.10999999999999,98.0742040856126,False,True,False,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00123,SRV006,CL-4,2025-08-01 02:48:00,40.28,60.53,15.21,24.88,19.06,943.01,7.85,Station1,2025-08-01,2,950.86,99.17443156721284,False,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00124,SRV097,CL-3,2025-08-01 11:24:00,70.38,39.15,19.68,29.06,14.59,688.31,8.2,Station1,2025-08-01,11,696.51,98.82270175589726,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00125,SRV029,CL-2,2025-08-01 06:20:00,59.0,43.28,38.57,14.78,1.12,424.36,7.92,Station1,2025-08-01,6,432.28000000000003,98.16785416859443,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00126,SRV014,CL-10,2025-08-01 12:18:00,13.13,81.94,41.8,19.35,16.91,972.74,7.25,Station1,2025-08-01,12,979.99,99.26019653261768,False,False,False,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00127,SRV010,CL-4,2025-08-01 09:08:00,94.98,52.38,73.36,27.36,2.1,828.69,4.3,Station1,2025-08-01,9,832.99,99.48378732037601,True,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00128,SRV082,CL-10,2025-08-02 03:37:00,68.05,81.78,57.39,2.02,18.43,363.44,3.59,Station1,2025-08-02,3,367.03,99.02187832057325,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00129,SRV010,CL-4,2025-08-01 21:17:00,42.86,59.38,40.995000000000005,17.33,4.67,198.93,2.08,Station1,2025-08-01,21,201.01000000000002,98.96522561066612,False,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00130,SRV050,CL-1,2025-08-02 12:07:00,77.65,20.93,75.35,20.99,1.51,178.71,2.96,Station1,2025-08-02,12,181.67000000000002,98.37067209775967,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00131,SRV006,CL-4,2025-08-02 10:25:00,92.99,46.56,58.95,15.4,1.82,437.87,9.29,Station1,2025-08-02,10,447.16,97.92244386796672,True,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00132,SRV050,CL-1,2025-08-02 00:31:00,89.5,22.03,47.265,16.0,15.78,714.15,2.28,Station1,2025-08-02,0,716.43,99.68175537037813,True,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00133,SRV041,CL-10,2025-08-02 11:34:00,26.36,75.9,23.56,22.24,21.59,836.06,1.4,Station1,2025-08-02,11,837.4599999999999,99.83282783655339,False,False,False,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00134,SRV086,CL-4,2025-08-01 13:45:00,43.27,64.6,79.86,18.48,23.17,432.74,4.79,Station1,2025-08-01,13,437.53000000000003,98.90521792791351,False,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00135,SRV094,CL-8,2025-08-02 08:46:00,51.41,28.0,25.38,14.96,3.98,575.64,5.75,Station1,2025-08-02,8,581.39,99.01099090111629,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00136,SRV056,CL-4,2025-08-02 11:43:00,65.74,23.52,52.57,23.72,16.23,501.39,7.18,Station1,2025-08-02,11,508.57,98.58819828145585,False,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00137,SRV034,CL-6,2025-08-01 13:53:00,81.75,36.14,11.81,7.29,15.31,960.57,3.55,Station1,2025-08-01,13,964.12,99.63178857403643,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00138,SRV045,CL-2,2025-08-02 13:34:00,46.66,41.63,57.84,4.36,5.06,128.59,1.43,Station1,2025-08-02,13,130.02,98.90016920473774,False,False,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00139,SRV013,CL-2,2025-08-02 02:41:00,83.53,66.36,38.96,10.29,8.46,467.56,0.23,Station1,2025-08-02,2,467.79,99.95083263857714,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00140,SRV013,CL-2,2025-08-02 07:01:00,55.16,56.22,17.06,1.2,18.36,865.27,4.03,Station1,2025-08-02,7,869.3,99.53640860462441,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00141,SRV066,CL-9,2025-08-02 21:26:00,94.75,60.55,16.8,18.21,20.17,808.65,4.75,Station1,2025-08-02,21,813.4,99.41603147283008,True,False,False,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00142,SRV073,CL-3,2025-08-01 11:59:00,94.61,55.8,62.99,1.61,21.95,318.63,0.95,Station1,2025-08-01,11,319.58,99.70273483947682,True,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00143,SRV081,CL-4,2025-08-01 17:39:00,63.26,56.82,77.12,15.01,3.06,492.38,1.31,Station1,2025-08-01,17,493.69,99.73465129939841,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00144,SRV032,CL-4,2025-08-02 00:58:00,65.71,51.69,57.35,9.09,11.27,805.77,8.0,Station1,2025-08-02,0,813.77,99.01692124310308,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00145,SRV019,CL-2,2025-08-02 22:22:00,41.8,83.2,43.29,20.01,4.1,965.79,7.31,Station1,2025-08-02,22,973.0999999999999,99.2487925187545,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00146,SRV097,CL-3,2025-08-02 18:25:00,91.86,41.92,10.63,7.22,3.44,411.94,8.45,Station1,2025-08-02,18,420.39,97.9899617022289,True,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00147,SRV034,CL-6,2025-08-01 07:25:00,27.88,69.17,35.5,10.77,2.32,754.46,1.56,Station1,2025-08-01,7,756.02,99.7936562524801,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00148,SRV020,CL-9,2025-08-01 05:55:00,42.35,72.23,24.17,28.76,23.98,558.8,8.45,Station1,2025-08-01,5,567.25,98.51035698545614,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00149,SRV036,CL-9,2025-08-02 17:48:00,28.57,37.53,40.88,15.93,15.87,820.6,9.37,Station1,2025-08-02,17,829.97,98.87104353169391,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00150,SRV082,CL-10,2025-08-02 12:03:00,21.42,86.88,40.56,15.03,15.65,418.27,6.63,Station1,2025-08-02,12,424.9,98.43963285478937,False,True,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00151,SRV027,CL-7,2025-08-01 19:02:00,52.28,57.02,34.02,11.45,2.74,340.73,3.5,Station1,2025-08-01,19,344.23,98.98323795136973,False,False,False,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00152,SRV097,CL-3,2025-08-02 02:17:00,80.81,59.525000000000006,30.59,1.61,6.12,921.04,6.42,Station1,2025-08-02,2,927.4599999999999,99.30778685873246,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00153,SRV094,CL-8,2025-08-02 08:24:00,45.37,67.31,21.72,16.38,18.44,177.4,0.8,Station1,2025-08-02,8,178.20000000000002,99.55106621773288,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00154,SRV011,CL-7,2025-08-02 00:13:00,45.13,74.58,19.68,26.56,17.5,730.36,0.39,Station1,2025-08-02,0,730.75,99.94663017447827,False,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00155,SRV014,CL-10,2025-08-02 05:52:00,75.09,23.34,49.22,11.41,19.99,253.21,5.14,Station1,2025-08-02,5,258.35,98.01045093864911,False,False,False,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00156,SRV063,CL-10,2025-08-02 07:56:00,66.13,81.0,43.9,10.13,20.99,549.1,5.21,Station1,2025-08-02,7,554.3100000000001,99.06009272789593,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00157,SRV077,CL-1,2025-08-01 13:30:00,54.75,61.8,10.48,22.04,20.16,299.3,5.23,Station1,2025-08-01,13,304.53000000000003,98.28259941549273,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00158,SRV001,CL-8,2025-08-01 02:08:00,37.71,56.77,71.76,9.42,4.03,938.71,5.15,Station1,2025-08-01,2,943.86,99.45436823257687,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00159,SRV048,CL-9,2025-08-02 02:06:00,88.79,25.66,62.64,20.08,14.09,669.25,9.77,Station1,2025-08-02,2,679.02,98.56116167417748,True,False,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00160,SRV031,CL-7,2025-08-01 09:41:00,58.62,57.75,78.34,4.02,9.11,719.96,8.27,Station1,2025-08-01,9,728.23,98.86436977328592,False,False,False,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00161,SRV046,CL-7,2025-08-01 10:41:00,22.15,44.03,25.89,19.25,8.12,618.75,6.01,Station1,2025-08-01,10,624.76,99.03803060375185,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00162,SRV073,CL-3,2025-08-01 05:05:00,16.06,35.38,10.55,27.03,13.72,880.89,5.52,Station1,2025-08-01,5,886.41,99.3772633431482,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00163,SRV073,CL-3,2025-08-02 17:56:00,83.97,58.46,58.26,23.26,6.67,510.88,9.07,Station1,2025-08-02,17,519.95,98.25560150014424,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00164,SRV020,CL-9,2025-08-01 08:20:00,11.5,61.86,19.34,16.84,5.24,902.95,4.84,Station1,2025-08-01,8,907.7900000000001,99.46683704380969,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00165,SRV040,CL-6,2025-08-01 17:43:00,13.71,29.84,58.6,10.19,14.88,659.99,1.5,Station1,2025-08-01,17,661.49,99.77323920240669,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00166,SRV089,CL-1,2025-08-01 02:30:00,51.98,39.7,31.85,1.57,13.84,858.26,2.33,Station1,2025-08-01,2,860.59,99.72925551075424,False,False,False,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00167,SRV035,CL-6,2025-08-01 06:40:00,62.16,23.29,15.53,3.65,22.41,434.52,6.36,Station1,2025-08-01,6,440.88,98.55743059335873,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00168,SRV071,CL-2,2025-08-02 02:55:00,92.56,62.05,36.61,26.52,15.05,352.05,8.1,Station1,2025-08-02,2,360.15000000000003,97.75093710953769,True,False,False,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00169,SRV078,CL-1,2025-08-01 04:36:00,57.06,80.21,25.41,27.51,2.7,330.0,8.43,Station1,2025-08-01,4,338.43,97.50908607392962,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00170,SRV043,CL-8,2025-08-02 03:44:00,49.07,79.09,66.01,24.02,23.05,508.39,0.42,Station1,2025-08-02,3,508.81,99.91745445254614,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00171,SRV001,CL-8,2025-08-01 09:53:00,51.12,47.99,78.05,5.69,24.19,242.1,1.73,Station1,2025-08-01,9,243.82999999999998,99.29048927531477,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00172,SRV046,CL-7,2025-08-02 07:37:00,37.23,51.73,22.36,24.75,9.91,576.72,4.8,Station1,2025-08-02,7,581.52,99.17457697069749,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00173,SRV010,CL-4,2025-08-01 14:04:00,15.13,36.91,7.28,7.71,2.64,297.46,1.06,Station1,2025-08-01,14,298.52,99.64491491357363,False,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00174,SRV034,CL-6,2025-08-01 20:06:00,52.38,72.64,34.01,11.7,2.55,486.71,5.63,Station1,2025-08-01,20,492.34,98.85648129341511,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00175,SRV026,CL-2,2025-08-01 12:46:00,70.11,60.53,20.2,12.67,19.98,765.61,8.9,Station1,2025-08-01,12,774.51,98.85088636686422,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00176,SRV019,CL-2,2025-08-01 14:44:00,55.13,67.54,12.97,14.89,18.01,607.03,9.72,Station1,2025-08-01,14,616.75,98.42399675719497,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00177,SRV043,CL-8,2025-08-01 07:43:00,75.17,42.85,17.18,12.29,10.44,393.77,2.4,Station1,2025-08-01,7,396.16999999999996,99.39419945982786,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00178,SRV073,CL-3,2025-08-02 17:49:00,73.0,65.88,11.97,15.09,22.57,371.37,3.16,Station1,2025-08-02,17,374.53000000000003,99.15627586575172,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00179,SRV017,CL-6,2025-08-02 20:31:00,85.41,59.32,40.22,19.24,20.65,292.05,5.63,Station1,2025-08-02,20,297.68,98.10870733673744,True,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00180,SRV014,CL-10,2025-08-02 09:23:00,11.94,22.44,55.96,13.87,4.77,113.04,8.08,Station1,2025-08-02,9,121.12,93.32892998678997,False,False,False,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00181,SRV050,CL-1,2025-08-02 13:14:00,30.4,48.865,40.29,20.15,3.63,697.64,8.74,Station1,2025-08-02,13,706.38,98.7627056258671,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00182,SRV096,CL-4,2025-08-01 02:21:00,85.58,24.79,7.92,13.59,16.88,835.59,1.64,Station1,2025-08-01,2,837.23,99.80411595380004,True,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00183,SRV091,CL-2,2025-08-02 18:12:00,54.37,54.43,47.57,28.85,6.58,549.54,8.59,Station1,2025-08-02,18,558.13,98.46093204092236,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00184,SRV096,CL-4,2025-08-01 13:09:00,84.39,56.63,44.23,20.7,23.5,447.76,2.88,Station1,2025-08-01,13,450.64,99.36090892952247,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00185,SRV026,CL-2,2025-08-01 18:26:00,75.89,60.53,53.79,2.36,19.8,312.11,3.95,Station1,2025-08-01,18,316.06,98.75023729671581,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
